"id","timestamp","cost"
"e3e70682-c209-4cac-a29f-6fbed82c07cd","2024-04-16T10:05:36.964012+00:00","340"
"67a9c378-7c65-41e5-82e2-e662f728b4fa","2024-04-16T22:02:14.528032+00:00","390"
"9558867f-5ba9-4faf-ba02-4204f7c1bd87","2024-04-16T21:23:58.589348+00:00","280"
"23c6612f-4826-4673-a3a7-711a81332876","2024-04-16T18:08:20.727435+00:00","800"
"e8e5216a-fcbd-44c3-8021-2ef7cca5a5a1","2024-04-16T12:46:52.965422+00:00","910"
"259f4329-e6f4-490b-9a16-4106cf6a659e","2024-04-16T07:26:36.439842+00:00","940"
"af19922a-d9b8-4714-a61a-441c12e0c8b2","2024-04-16T07:55:28.709490+00:00","720"
"50f24455-6f25-42a2-9a92-118719c78df4","2024-04-16T14:39:40.023618+00:00","270"
"71545a13-7a1d-4006-8d72-3104f77383c1","2024-04-16T20:46:01.912450+00:00","340"
"8c778ea6-eb20-43e6-8e16-4dba0ff18e02","2024-04-16T23:59:01.007108-01:00","120"
"b5d32b16-6619-4cb1-9710-37d1b83e90ec","2024-04-16T19:47:45.781181+00:00","860"
"7e5b1e7f-9ca5-499d-804a-e545a0116be5","2024-04-16T19:52:23.839191+00:00","440"
"b421eaeb-5340-47ca-baf3-897a3e70f16a","2024-04-16T20:53:27.843983+00:00","250"
"3d15eef7-38c1-462e-9148-624feac1c14f","2024-04-16T19:16:48.209333+00:00","190"
"1759edc3-72ae-4244-8b01-63c1cd9d2b7d","2024-04-16T01:55:50.438277+00:00","410"
"eece328b-ff7b-418e-8208-65d6e005b860","2024-04-16T11:44:33.888606+00:00","390"
"1ff39849-b4e1-457d-8a84-eb038d1fd9b7","2024-04-16T13:08:18.347298+00:00","700"
"9a6a5f92-cca7-4147-b6be-1f723405095c","2024-04-16T13:08:00.133971+00:00","370"
"cc457821-98a6-416d-9775-336d71eacd05","2024-04-16T09:14:15.074111+00:00","740"
"307bf326-2f12-4554-8a53-08cc3dfabc08","2024-04-16T19:42:53.945885+00:00","500"
"42930b33-a81a-4477-bb36-75b89cdeb3e6","2024-04-16T11:26:11.801179+00:00","120"
"e07405eb-2156-43ab-81f2-54b8adc0da7a","2024-04-16T03:35:20.999225+00:00","500"
"b306d1a8-e5ee-4c76-948b-2758d7ab7928","2024-04-16T22:09:13.399718+00:00","700"
"b48d73f1-d67e-45fd-a42b-fa42aef9c00b","2024-04-16T12:35:22.663765+00:00","670"
"37176e84-d977-4993-bc49-d76fcfc6e625","2024-04-16T21:28:50.471747+00:00","760"
"9466e472-6b5f-4241-b323-ca74d3447490","2024-04-16T06:36:17.939296+00:00","640"
"b341facd-ff0a-40f1-a425-799aa905d750","2024-04-16T22:00:22.804289+00:00","460"
"1d878f9f-9cdf-4a86-9306-f3f515166570","2024-04-16T11:40:28.292606+00:00","810"
"3e37952d-30bc-4b0e-9857-010255d44936","2024-04-16T00:23:20.443694+00:00","350"
"5f3f5638-3870-4a14-b490-b6081dfc8352","2024-04-16T19:04:11.174173+00:00","430"
"19c16a0d-0feb-4845-90df-ae436d16ee18","2024-04-16T18:47:40.656132+00:00","900"
"92e8e269-d12e-4bc4-8b94-75b138018b47","2024-04-16T15:13:14.799925+00:00","690"
"06d599e8-12f1-45ff-ae3b-16ec9a27d858","2024-04-16T02:59:11.813140+00:00","250"
"1ea45cd6-9371-471f-9480-865f9b38fe80","2024-04-16T09:23:20.101756+00:00","480"
"0950fd13-1db5-4334-bb03-23a1d576d415","2024-04-16T14:31:54.954803+00:00","250"
"b7d6467b-2f5a-422a-b87f-43fdf6062541","2024-04-16T02:58:24.418311+00:00","270"
"efdd35f8-0fa3-4266-8cfd-ba9bba26d851","2024-04-16T16:18:14.918292+00:00","700"
"d5fdb76a-19fb-4b1d-9edf-a3da6cf55b15","2024-04-16T06:14:16.818558+00:00","290"
"59acdd98-4d12-4e7f-a59c-ec98126cbc8f","2024-04-16T10:27:55.895114+00:00",8
"98b33c6e-0a14-490a-b795-e98680ee526e","2024-04-16T02:25:19.494318+00:00","510"
"e786ab37-5bca-47be-8298-17c53308fb2e","2024-04-16T17:33:29.362060+00:00","730"
"3412fc12-ac32-4c12-b29c-467d2b5f6932","2024-04-16T23:11:48.858674+00:00","800"
"d86dbf11-2880-4c5d-ad1b-8f60c9e4dab2","2024-04-16T03:53:12.669711+00:00","680"
"ebe21368-98c7-4205-9e01-a934402d0baf","2024-04-16T10:36:55.490198+00:00","230"
"68ef8f5f-ae68-490a-b8bc-71750361524c","2024-04-16T21:36:07.571629+00:00","660"
"5b6e4ae7-a620-4143-8fba-ecc0eae2025e","2024-04-16T09:19:38.301138+00:00","850"
"b0d9c2aa-8f83-4ef7-a746-0f22403d1f83","2024-04-16T00:17:54.485511+01:00","950"
"0bb2c3f0-bd30-491a-95fe-a08e143e2e04","2024-04-16T13:03:48.660278+00:00","180"
"7b59051b-f400-48d7-831d-5a973d792fa1","2024-04-16T08:27:11.936289+00:00","370"
"f2686baa-971c-402d-9bf4-9c04ac642b4c","2024-04-16T21:24:23.030035+00:00","800"
